Workflow_ID,Process_Name,Task_ID,Task_Type,Priority_Level,Department,Assigned_Employee_ID,Task_Start_Time,Task_End_Time,Estimated_Time_Minutes,Actual_Time_Minutes,Delay_Flag,Approval_Level,Employee_Workload,Cost_Per_Task
WF_1948,Purchase Order,TASK_1948,Approval,Critical,Operations,EMP_91,2024-08-21 13:27:00,2024-08-21 17:43:00,204,256,1,Level 1,4,164.47
WF_1949,Purchase Order,TASK_1949,Escalation,Medium,Finance,EMP_53,2024-06-25 05:48:00,2024-06-25 07:28:00,42,100,1,Level 3,4,480.92
WF_1950,IT Support Ticket,TASK_1950,Approval,Low,Operations,EMP_35,2024-12-29 16:59:00,2024-12-29 20:41:00,121,222,1,Level 3,5,362.96
WF_1951,Invoice Approval,TASK_1951,Escalation,Medium,HR,EMP_137,2024-12-20 14:43:00,2024-12-20 18:33:00,189,230,1,Level 2,6,156.52
WF_1952,HR Onboarding,TASK_1952,Data Entry,Medium,Finance,EMP_47,2024-02-13 18:40:00,2024-02-13 21:24:00,159,164,1,Level 1,9,291.52
WF_1953,Customer Complaint,TASK_1953,Data Entry,High,Customer Service,EMP_135,2024-02-17 20:09:00,2024-02-18 01:48:00,232,339,1,Level 2,1,330.63
WF_1954,HR Onboarding,TASK_1954,Escalation,Medium,Finance,EMP_110,2024-01-05 12:50:00,2024-01-05 16:34:00,222,224,1,Level 3,8,328.95
WF_1955,Invoice Approval,TASK_1955,Validation,Medium,IT,EMP_121,2024-10-14 04:40:00,2024-10-14 07:31:00,95,171,1,Level 2,7,219.52
WF_1956,IT Support Ticket,TASK_1956,Review,High,Finance,EMP_124,2024-07-03 19:36:00,2024-07-03 22:23:00,150,167,1,Level 3,8,261.73
WF_1957,IT Support Ticket,TASK_1957,Approval,High,Operations,EMP_5,2024-09-02 18:51:00,2024-09-02 20:19:00,33,88,1,Level 2,5,428.58
WF_1958,IT Support Ticket,TASK_1958,Review,High,Customer Service,EMP_135,2024-06-06 23:35:00,2024-06-07 01:44:00,46,129,1,Level 1,8,275.96
WF_1959,Invoice Approval,TASK_1959,Review,Low,Operations,EMP_69,2024-08-24 18:33:00,2024-08-24 22:39:00,126,246,1,Level 2,3,79.85
WF_1960,IT Support Ticket,TASK_1960,Review,Medium,Finance,EMP_88,2024-02-07 12:33:00,2024-02-07 17:20:00,197,287,1,Level 3,3,173.67
WF_1961,Customer Complaint,TASK_1961,Escalation,Critical,Finance,EMP_146,2024-05-28 18:28:00,2024-05-28 22:07:00,203,219,1,Level 3,2,464.42
WF_1962,HR Onboarding,TASK_1962,Validation,Low,IT,EMP_104,2024-02-20 16:46:00,2024-02-20 19:58:00,132,192,1,Level 2,1,266.27
WF_1963,Purchase Order,TASK_1963,Data Entry,Low,Operations,EMP_10,2024-05-28 04:11:00,2024-05-28 06:47:00,94,156,1,Level 1,2,87.98
WF_1964,IT Support Ticket,TASK_1964,Review,Low,IT,EMP_110,2024-05-28 13:56:00,2024-05-28 18:16:00,166,260,1,Level 3,6,135.94
WF_1965,Customer Complaint,TASK_1965,Escalation,Low,IT,EMP_97,2024-02-18 08:35:00,2024-02-18 12:01:00,97,206,1,Level 3,9,373.72
WF_1966,IT Support Ticket,TASK_1966,Review,Low,IT,EMP_21,2024-11-19 16:32:00,2024-11-19 20:37:00,146,245,1,Level 3,7,138.56
WF_1967,Invoice Approval,TASK_1967,Data Entry,Critical,IT,EMP_112,2024-03-04 15:22:00,2024-03-04 21:16:00,237,354,1,Level 2,10,258.76
WF_1968,IT Support Ticket,TASK_1968,Approval,Medium,IT,EMP_40,2024-12-15 18:41:00,2024-12-15 19:45:00,42,64,1,Level 3,10,170.86
WF_1969,Purchase Order,TASK_1969,Escalation,Critical,IT,EMP_26,2024-08-26 22:20:00,2024-08-27 02:26:00,188,246,1,Level 1,4,258.86
WF_1970,Customer Complaint,TASK_1970,Data Entry,Critical,Customer Service,EMP_54,2024-03-08 19:05:00,2024-03-08 23:09:00,234,244,1,Level 1,2,369.89
WF_1971,HR Onboarding,TASK_1971,Data Entry,Critical,Operations,EMP_15,2024-10-10 10:59:00,2024-10-10 12:52:00,114,113,0,Level 2,7,452.75
WF_1972,Customer Complaint,TASK_1972,Validation,Low,Finance,EMP_143,2024-06-14 21:27:00,2024-06-15 00:33:00,112,186,1,Level 2,5,324.07
WF_1973,Customer Complaint,TASK_1973,Approval,Low,Customer Service,EMP_28,2024-04-06 20:16:00,2024-04-06 21:50:00,97,94,0,Level 2,7,298.56
WF_1974,Customer Complaint,TASK_1974,Escalation,High,IT,EMP_143,2024-04-09 13:02:00,2024-04-09 17:24:00,156,262,1,Level 2,10,432.97
WF_1975,HR Onboarding,TASK_1975,Data Entry,Medium,Customer Service,EMP_117,2024-04-17 02:50:00,2024-04-17 07:26:00,156,276,1,Level 1,3,448.35
WF_1976,HR Onboarding,TASK_1976,Data Entry,Medium,Customer Service,EMP_30,2024-09-24 05:56:00,2024-09-24 07:18:00,37,82,1,Level 2,9,393.88
WF_1977,Customer Complaint,TASK_1977,Data Entry,Low,Operations,EMP_94,2024-05-16 14:57:00,2024-05-16 16:28:00,17,91,1,Level 2,9,59.35
WF_1978,IT Support Ticket,TASK_1978,Data Entry,Critical,HR,EMP_13,2024-04-05 12:03:00,2024-04-05 15:17:00,169,194,1,Level 2,9,471.39
WF_1979,HR Onboarding,TASK_1979,Data Entry,Medium,Finance,EMP_139,2024-05-11 12:01:00,2024-05-11 13:32:00,63,91,1,Level 2,10,154.39
WF_1980,Purchase Order,TASK_1980,Data Entry,Medium,HR,EMP_122,2024-01-31 12:18:00,2024-01-31 15:26:00,90,188,1,Level 1,8,331.84
WF_1981,HR Onboarding,TASK_1981,Data Entry,High,Finance,EMP_61,2024-11-30 22:34:00,2024-12-01 01:50:00,118,196,1,Level 3,5,68.24
WF_1982,HR Onboarding,TASK_1982,Data Entry,High,IT,EMP_95,2024-08-05 07:00:00,2024-08-05 12:34:00,214,334,1,Level 3,9,225.4
WF_1983,Invoice Approval,TASK_1983,Approval,Medium,Customer Service,EMP_8,2024-10-05 21:11:00,2024-10-06 01:17:00,173,246,1,Level 3,9,323.35
WF_1984,Customer Complaint,TASK_1984,Escalation,Critical,IT,EMP_19,2024-12-02 07:44:00,2024-12-02 13:25:00,230,341,1,Level 1,2,353.33
WF_1985,HR Onboarding,TASK_1985,Review,Low,IT,EMP_2,2024-03-14 23:14:00,2024-03-15 01:29:00,38,135,1,Level 2,1,439.46
WF_1986,Invoice Approval,TASK_1986,Data Entry,High,Operations,EMP_82,2024-04-15 02:42:00,2024-04-15 06:01:00,176,199,1,Level 3,4,457.66
WF_1987,Invoice Approval,TASK_1987,Review,Low,Operations,EMP_115,2024-03-12 09:23:00,2024-03-12 12:19:00,175,176,1,Level 1,7,234.13
WF_1988,IT Support Ticket,TASK_1988,Data Entry,Critical,HR,EMP_21,2024-10-01 02:20:00,2024-10-01 04:24:00,50,124,1,Level 2,10,258.68
WF_1989,IT Support Ticket,TASK_1989,Approval,Critical,Operations,EMP_139,2024-08-23 14:53:00,2024-08-23 17:40:00,155,167,1,Level 3,6,377.81
WF_1990,HR Onboarding,TASK_1990,Review,Low,IT,EMP_110,2024-06-29 21:31:00,2024-06-29 22:17:00,46,46,0,Level 3,7,406.31
WF_1991,Customer Complaint,TASK_1991,Escalation,Medium,IT,EMP_21,2024-03-15 01:22:00,2024-03-15 03:14:00,81,112,1,Level 3,5,87.58
WF_1992,Customer Complaint,TASK_1992,Data Entry,High,IT,EMP_34,2024-04-30 09:52:00,2024-04-30 15:11:00,213,319,1,Level 1,5,274.01
WF_1993,Invoice Approval,TASK_1993,Approval,Low,HR,EMP_83,2024-02-15 01:56:00,2024-02-15 04:52:00,84,176,1,Level 3,8,80.71
WF_1994,Invoice Approval,TASK_1994,Review,Critical,Operations,EMP_86,2024-03-15 20:05:00,2024-03-15 21:45:00,21,100,1,Level 1,1,234.6
WF_1995,Purchase Order,TASK_1995,Approval,Low,IT,EMP_94,2024-04-11 03:26:00,2024-04-11 07:40:00,215,254,1,Level 2,5,246.4
WF_1996,Invoice Approval,TASK_1996,Approval,Medium,Customer Service,EMP_102,2024-11-24 06:11:00,2024-11-24 09:33:00,111,202,1,Level 1,10,136.81
WF_1997,Customer Complaint,TASK_1997,Escalation,Low,IT,EMP_28,2024-04-24 20:03:00,2024-04-24 22:09:00,113,126,1,Level 2,5,309.17
WF_1998,Purchase Order,TASK_1998,Data Entry,High,HR,EMP_40,2024-10-04 05:58:00,2024-10-04 10:59:00,196,301,1,Level 3,6,361.97
WF_1999,Purchase Order,TASK_1999,Validation,Medium,Customer Service,EMP_139,2024-11-15 03:42:00,2024-11-15 06:53:00,185,191,1,Level 2,2,428.48
WF_2000,HR Onboarding,TASK_2000,Approval,Medium,IT,EMP_57,2024-07-09 05:55:00,2024-07-09 07:41:00,46,106,1,Level 3,3,368.66
WF_2001,Customer Complaint,TASK_2001,Data Entry,Low,IT,EMP_38,2024-01-29 10:45:00,2024-01-29 13:34:00,123,169,1,Level 1,5,387.53
WF_2002,IT Support Ticket,TASK_2002,Escalation,Low,Finance,EMP_102,2024-03-26 16:39:00,2024-03-26 18:19:00,19,100,1,Level 2,2,301.56
WF_2003,HR Onboarding,TASK_2003,Approval,Low,HR,EMP_67,2024-01-12 15:45:00,2024-01-12 20:29:00,225,284,1,Level 1,1,281.34
WF_2004,HR Onboarding,TASK_2004,Data Entry,Low,Operations,EMP_2,2024-09-04 23:13:00,2024-09-05 04:02:00,219,289,1,Level 3,10,233.98
WF_2005,HR Onboarding,TASK_2005,Review,High,IT,EMP_43,2024-10-28 09:24:00,2024-10-28 12:16:00,55,172,1,Level 2,9,425.99
WF_2006,Purchase Order,TASK_2006,Review,High,Finance,EMP_66,2024-06-03 11:03:00,2024-06-03 12:15:00,27,72,1,Level 3,10,137.36
WF_2007,Purchase Order,TASK_2007,Escalation,High,HR,EMP_10,2024-03-03 00:51:00,2024-03-03 03:22:00,63,151,1,Level 3,1,54.21
WF_2008,HR Onboarding,TASK_2008,Approval,High,IT,EMP_140,2024-06-12 04:30:00,2024-06-12 10:09:00,222,339,1,Level 2,6,308.66
WF_2009,IT Support Ticket,TASK_2009,Review,High,Finance,EMP_31,2024-01-14 15:35:00,2024-01-14 16:33:00,18,58,1,Level 3,3,454.29
WF_2010,IT Support Ticket,TASK_2010,Review,High,Finance,EMP_110,2024-04-03 05:17:00,2024-04-03 07:59:00,109,162,1,Level 1,9,212.42
WF_2011,HR Onboarding,TASK_2011,Review,Critical,Operations,EMP_133,2024-04-01 04:39:00,2024-04-01 05:54:00,68,75,1,Level 3,7,228.72
WF_2012,Customer Complaint,TASK_2012,Approval,Critical,IT,EMP_29,2024-09-26 13:29:00,2024-09-26 15:03:00,94,94,0,Level 1,1,213.22
WF_2013,Invoice Approval,TASK_2013,Approval,Critical,Operations,EMP_120,2024-03-03 12:27:00,2024-03-03 15:03:00,107,156,1,Level 3,1,335.49
WF_2014,Purchase Order,TASK_2014,Data Entry,Medium,IT,EMP_138,2024-08-08 05:12:00,2024-08-08 10:40:00,219,328,1,Level 2,1,430.01
WF_2015,HR Onboarding,TASK_2015,Data Entry,Medium,HR,EMP_4,2024-09-02 20:33:00,2024-09-02 23:34:00,169,181,1,Level 3,5,125.19
WF_2016,Purchase Order,TASK_2016,Review,Low,Finance,EMP_98,2024-10-19 15:02:00,2024-10-19 17:12:00,53,130,1,Level 1,9,389.08
WF_2017,HR Onboarding,TASK_2017,Validation,Critical,IT,EMP_43,2024-02-01 02:15:00,2024-02-01 07:06:00,180,291,1,Level 3,9,130.97
WF_2018,Customer Complaint,TASK_2018,Approval,Critical,IT,EMP_104,2024-10-10 16:35:00,2024-10-10 19:56:00,145,201,1,Level 1,7,327.21
WF_2019,Purchase Order,TASK_2019,Data Entry,Low,HR,EMP_47,2024-10-21 14:05:00,2024-10-21 18:22:00,232,257,1,Level 2,7,409.06
WF_2020,Invoice Approval,TASK_2020,Escalation,Low,IT,EMP_41,2024-12-01 04:35:00,2024-12-01 09:16:00,216,281,1,Level 2,5,323.6
WF_2021,IT Support Ticket,TASK_2021,Review,High,IT,EMP_102,2024-10-29 01:34:00,2024-10-29 05:25:00,112,231,1,Level 1,7,74.79
WF_2022,HR Onboarding,TASK_2022,Approval,Critical,Finance,EMP_29,2024-09-19 23:10:00,2024-09-20 00:54:00,75,104,1,Level 1,7,419.38
WF_2023,Invoice Approval,TASK_2023,Review,Critical,HR,EMP_61,2024-06-16 05:40:00,2024-06-16 09:48:00,169,248,1,Level 3,2,425.42
WF_2024,IT Support Ticket,TASK_2024,Validation,Low,IT,EMP_91,2024-12-09 21:08:00,2024-12-09 23:08:00,116,120,1,Level 1,9,495.29
WF_2025,HR Onboarding,TASK_2025,Escalation,Critical,Operations,EMP_126,2024-01-20 00:56:00,2024-01-20 02:31:00,15,95,1,Level 2,4,454.59
WF_2026,IT Support Ticket,TASK_2026,Review,Low,Customer Service,EMP_25,2024-08-06 15:01:00,2024-08-06 17:25:00,67,144,1,Level 3,9,122.98
WF_2027,HR Onboarding,TASK_2027,Approval,Low,HR,EMP_145,2024-09-03 14:09:00,2024-09-03 15:54:00,99,105,1,Level 2,9,454.8
WF_2028,Invoice Approval,TASK_2028,Data Entry,High,Finance,EMP_31,2024-07-15 15:07:00,2024-07-15 18:05:00,86,178,1,Level 1,4,169.4
WF_2029,Purchase Order,TASK_2029,Approval,Critical,Customer Service,EMP_105,2024-12-16 07:22:00,2024-12-16 08:29:00,10,67,1,Level 2,7,394.25
WF_2030,IT Support Ticket,TASK_2030,Validation,High,Finance,EMP_1,2024-07-23 22:27:00,2024-07-24 01:15:00,96,168,1,Level 2,1,249.36
WF_2031,Invoice Approval,TASK_2031,Data Entry,Critical,Finance,EMP_134,2024-06-28 05:08:00,2024-06-28 09:54:00,197,286,1,Level 1,8,145.82
WF_2032,Invoice Approval,TASK_2032,Escalation,Critical,Finance,EMP_145,2024-08-22 05:02:00,2024-08-22 10:03:00,228,301,1,Level 2,4,300.62
WF_2033,Customer Complaint,TASK_2033,Data Entry,Low,Customer Service,EMP_41,2024-02-21 18:37:00,2024-02-21 22:21:00,142,224,1,Level 2,6,264.08
WF_2034,HR Onboarding,TASK_2034,Data Entry,High,IT,EMP_146,2024-09-18 12:23:00,2024-09-18 14:25:00,73,122,1,Level 2,5,194.28
WF_2035,Customer Complaint,TASK_2035,Review,Medium,HR,EMP_75,2024-10-30 09:30:00,2024-10-30 12:57:00,99,207,1,Level 1,2,335.59
WF_2036,Customer Complaint,TASK_2036,Escalation,Medium,Finance,EMP_21,2024-06-27 06:56:00,2024-06-27 10:37:00,164,221,1,Level 1,2,173.17
WF_2037,Purchase Order,TASK_2037,Data Entry,High,Finance,EMP_104,2024-09-06 21:14:00,2024-09-06 21:49:00,40,35,0,Level 2,9,88.28
WF_2038,Invoice Approval,TASK_2038,Review,High,HR,EMP_62,2024-11-23 03:33:00,2024-11-23 06:12:00,67,159,1,Level 2,9,125.78
WF_2039,Customer Complaint,TASK_2039,Approval,Medium,Operations,EMP_23,2024-11-07 20:09:00,2024-11-07 21:55:00,38,106,1,Level 3,4,460.89
WF_2040,Customer Complaint,TASK_2040,Approval,High,Customer Service,EMP_92,2024-02-10 23:32:00,2024-02-11 02:50:00,161,198,1,Level 1,4,429.66
WF_2041,Purchase Order,TASK_2041,Review,Critical,Finance,EMP_145,2024-10-17 05:28:00,2024-10-17 07:12:00,38,104,1,Level 3,3,207.12
WF_2042,Invoice Approval,TASK_2042,Review,Medium,Finance,EMP_140,2024-08-08 07:11:00,2024-08-08 10:31:00,130,200,1,Level 1,10,489.58
WF_2043,Purchase Order,TASK_2043,Review,Medium,Customer Service,EMP_122,2024-07-31 14:24:00,2024-07-31 17:51:00,141,207,1,Level 2,8,158.06
WF_2044,HR Onboarding,TASK_2044,Data Entry,Low,IT,EMP_84,2024-09-29 21:35:00,2024-09-29 22:56:00,65,81,1,Level 1,1,299.95
WF_2045,Purchase Order,TASK_2045,Data Entry,Critical,Operations,EMP_36,2024-04-07 00:02:00,2024-04-07 01:45:00,64,103,1,Level 2,5,454.53
WF_2046,IT Support Ticket,TASK_2046,Review,Critical,Operations,EMP_145,2024-04-30 09:42:00,2024-04-30 12:42:00,129,180,1,Level 3,4,420.84
WF_2047,HR Onboarding,TASK_2047,Review,High,HR,EMP_144,2024-04-06 15:00:00,2024-04-06 18:30:00,211,210,0,Level 3,9,250.29
WF_2048,Invoice Approval,TASK_2048,Review,Low,HR,EMP_12,2024-02-23 04:03:00,2024-02-23 07:29:00,120,206,1,Level 1,6,278.29
WF_2049,HR Onboarding,TASK_2049,Data Entry,Medium,Operations,EMP_149,2024-09-01 03:44:00,2024-09-01 07:12:00,129,208,1,Level 3,4,366.28
WF_2050,Customer Complaint,TASK_2050,Validation,Low,HR,EMP_120,2024-07-14 17:20:00,2024-07-14 18:02:00,22,42,1,Level 3,4,103.71
WF_2051,HR Onboarding,TASK_2051,Review,Critical,HR,EMP_99,2024-02-01 01:01:00,2024-02-01 05:28:00,237,267,1,Level 2,9,124.01
WF_2052,IT Support Ticket,TASK_2052,Review,High,Customer Service,EMP_78,2024-10-20 15:15:00,2024-10-20 16:32:00,38,77,1,Level 1,1,472.21
WF_2053,IT Support Ticket,TASK_2053,Escalation,Critical,Operations,EMP_15,2024-05-10 15:27:00,2024-05-10 17:11:00,103,104,1,Level 1,10,316.82
WF_2054,HR Onboarding,TASK_2054,Data Entry,High,Operations,EMP_65,2024-10-28 18:07:00,2024-10-28 20:07:00,108,120,1,Level 2,6,221.46
WF_2055,HR Onboarding,TASK_2055,Approval,High,Operations,EMP_9,2024-08-18 07:47:00,2024-08-18 11:41:00,165,234,1,Level 2,6,285.99
WF_2056,Invoice Approval,TASK_2056,Validation,Medium,Finance,EMP_137,2024-11-08 03:23:00,2024-11-08 05:26:00,14,123,1,Level 3,2,469.11
WF_2057,Purchase Order,TASK_2057,Escalation,Medium,Customer Service,EMP_102,2024-10-14 06:49:00,2024-10-14 10:05:00,185,196,1,Level 3,5,272.5
WF_2058,Purchase Order,TASK_2058,Validation,Low,Finance,EMP_130,2024-02-29 22:14:00,2024-03-01 02:41:00,204,267,1,Level 2,4,53.81
WF_2059,Invoice Approval,TASK_2059,Data Entry,High,Finance,EMP_39,2024-05-18 22:39:00,2024-05-19 02:27:00,142,228,1,Level 3,4,417.21
WF_2060,Purchase Order,TASK_2060,Escalation,Critical,HR,EMP_110,2024-08-16 05:38:00,2024-08-16 09:06:00,88,208,1,Level 3,4,422.23
WF_2061,Purchase Order,TASK_2061,Data Entry,Low,Operations,EMP_7,2024-12-05 22:02:00,2024-12-06 00:40:00,147,158,1,Level 2,7,64.43
WF_2062,Purchase Order,TASK_2062,Data Entry,Critical,Customer Service,EMP_34,2024-02-18 13:21:00,2024-02-18 14:47:00,71,86,1,Level 2,9,275.51
WF_2063,HR Onboarding,TASK_2063,Escalation,Medium,Operations,EMP_53,2024-07-31 20:32:00,2024-08-01 01:13:00,168,281,1,Level 3,1,281.7
WF_2064,IT Support Ticket,TASK_2064,Validation,Critical,Finance,EMP_11,2024-07-21 23:43:00,2024-07-22 02:00:00,86,137,1,Level 2,4,485.72
WF_2065,IT Support Ticket,TASK_2065,Review,Low,Finance,EMP_47,2024-02-26 00:11:00,2024-02-26 01:39:00,49,88,1,Level 3,3,451.47
WF_2066,Invoice Approval,TASK_2066,Approval,Medium,Finance,EMP_18,2024-07-09 10:19:00,2024-07-09 14:45:00,169,266,1,Level 1,5,297.06
WF_2067,Invoice Approval,TASK_2067,Escalation,High,Operations,EMP_60,2024-01-23 08:55:00,2024-01-23 12:10:00,120,195,1,Level 2,7,362.33
WF_2068,Customer Complaint,TASK_2068,Data Entry,Critical,Finance,EMP_61,2024-12-01 17:06:00,2024-12-01 20:55:00,206,229,1,Level 3,9,131.96
WF_2069,Invoice Approval,TASK_2069,Approval,Critical,Customer Service,EMP_45,2024-08-07 00:33:00,2024-08-07 01:31:00,34,58,1,Level 3,4,194.79
WF_2070,Purchase Order,TASK_2070,Escalation,High,IT,EMP_99,2024-10-10 12:36:00,2024-10-10 14:37:00,103,121,1,Level 1,1,372.05
WF_2071,Purchase Order,TASK_2071,Data Entry,High,HR,EMP_39,2024-11-05 20:58:00,2024-11-06 01:42:00,172,284,1,Level 3,6,416.26
WF_2072,Invoice Approval,TASK_2072,Review,Critical,Customer Service,EMP_34,2024-02-16 04:15:00,2024-02-16 08:46:00,176,271,1,Level 3,4,367.07
WF_2073,Purchase Order,TASK_2073,Data Entry,Low,Operations,EMP_35,2024-05-17 09:43:00,2024-05-17 12:13:00,82,150,1,Level 2,4,268.55
WF_2074,Invoice Approval,TASK_2074,Approval,Medium,IT,EMP_130,2024-11-25 06:42:00,2024-11-25 09:01:00,107,139,1,Level 1,5,438.45
WF_2075,Purchase Order,TASK_2075,Escalation,Critical,Customer Service,EMP_15,2024-12-24 03:00:00,2024-12-24 06:12:00,165,192,1,Level 1,1,445.7
WF_2076,HR Onboarding,TASK_2076,Review,Critical,Operations,EMP_89,2024-08-04 17:48:00,2024-08-04 19:52:00,129,124,0,Level 3,5,354.41
WF_2077,Purchase Order,TASK_2077,Data Entry,High,IT,EMP_9,2024-10-01 08:32:00,2024-10-01 14:03:00,238,331,1,Level 2,8,458.71
WF_2078,Customer Complaint,TASK_2078,Validation,Low,Customer Service,EMP_127,2024-02-13 18:05:00,2024-02-13 21:16:00,85,191,1,Level 1,8,461.57
WF_2079,IT Support Ticket,TASK_2079,Escalation,Medium,Operations,EMP_132,2024-02-02 04:01:00,2024-02-02 07:55:00,230,234,1,Level 3,4,293.65
WF_2080,HR Onboarding,TASK_2080,Review,High,Finance,EMP_135,2024-11-05 22:24:00,2024-11-05 22:59:00,10,35,1,Level 1,2,432.62
WF_2081,IT Support Ticket,TASK_2081,Validation,Low,IT,EMP_93,2024-12-26 06:06:00,2024-12-26 11:13:00,191,307,1,Level 3,5,103.65
WF_2082,Invoice Approval,TASK_2082,Escalation,High,IT,EMP_111,2024-03-13 19:16:00,2024-03-13 21:45:00,101,149,1,Level 3,4,241.07
WF_2083,HR Onboarding,TASK_2083,Approval,Low,IT,EMP_28,2024-12-05 15:19:00,2024-12-05 20:01:00,237,282,1,Level 1,5,167.05
WF_2084,IT Support Ticket,TASK_2084,Approval,High,HR,EMP_77,2024-03-19 20:53:00,2024-03-20 00:28:00,207,215,1,Level 2,9,107.72
WF_2085,IT Support Ticket,TASK_2085,Escalation,High,HR,EMP_136,2024-03-04 01:45:00,2024-03-04 04:54:00,69,189,1,Level 3,8,136.96
WF_2086,Customer Complaint,TASK_2086,Escalation,Critical,Operations,EMP_107,2024-06-25 13:08:00,2024-06-25 16:20:00,172,192,1,Level 3,6,116.8
WF_2087,Purchase Order,TASK_2087,Escalation,Medium,Operations,EMP_54,2024-12-03 11:22:00,2024-12-03 12:27:00,67,65,0,Level 2,5,432.07
WF_2088,Invoice Approval,TASK_2088,Review,Low,Customer Service,EMP_149,2024-01-25 00:21:00,2024-01-25 05:47:00,227,326,1,Level 2,9,146.9
WF_2089,Customer Complaint,TASK_2089,Approval,High,Finance,EMP_92,2024-12-18 03:19:00,2024-12-18 06:32:00,111,193,1,Level 1,8,294.23
WF_2090,Purchase Order,TASK_2090,Review,High,IT,EMP_121,2024-05-13 12:36:00,2024-05-13 16:17:00,192,221,1,Level 1,3,466.28
WF_2091,Invoice Approval,TASK_2091,Validation,Medium,HR,EMP_57,2024-05-20 16:53:00,2024-05-20 19:59:00,169,186,1,Level 1,9,368.37
WF_2092,Purchase Order,TASK_2092,Approval,High,IT,EMP_105,2024-12-28 13:50:00,2024-12-28 16:34:00,129,164,1,Level 2,7,470.39
WF_2093,IT Support Ticket,TASK_2093,Approval,Critical,Operations,EMP_141,2024-11-15 20:35:00,2024-11-16 00:41:00,221,246,1,Level 2,7,489.59
WF_2094,Purchase Order,TASK_2094,Validation,Medium,IT,EMP_147,2024-10-27 02:13:00,2024-10-27 06:51:00,170,278,1,Level 2,1,453.1
WF_2095,Purchase Order,TASK_2095,Review,Low,Customer Service,EMP_132,2024-06-01 15:06:00,2024-06-01 17:29:00,114,143,1,Level 3,10,347.29
WF_2096,Invoice Approval,TASK_2096,Validation,High,Customer Service,EMP_121,2024-07-22 08:38:00,2024-07-22 11:00:00,47,142,1,Level 3,9,139.51
WF_2097,IT Support Ticket,TASK_2097,Review,Critical,IT,EMP_8,2024-07-03 07:52:00,2024-07-03 09:38:00,47,106,1,Level 3,8,466.3
WF_2098,IT Support Ticket,TASK_2098,Review,Critical,IT,EMP_59,2024-12-30 08:08:00,2024-12-30 11:13:00,100,185,1,Level 3,8,60.92
WF_2099,Customer Complaint,TASK_2099,Review,Critical,IT,EMP_133,2024-04-10 10:53:00,2024-04-10 12:36:00,81,103,1,Level 2,1,212.6
WF_2100,IT Support Ticket,TASK_2100,Review,High,IT,EMP_93,2024-06-28 22:27:00,2024-06-29 02:17:00,133,230,1,Level 1,7,455.38
WF_2101,Invoice Approval,TASK_2101,Review,Medium,Finance,EMP_21,2024-02-11 03:40:00,2024-02-11 05:39:00,11,119,1,Level 2,8,484.91
WF_2102,Customer Complaint,TASK_2102,Escalation,Critical,IT,EMP_58,2024-03-06 14:28:00,2024-03-06 15:35:00,21,67,1,Level 1,10,487.08
WF_2103,HR Onboarding,TASK_2103,Review,Critical,HR,EMP_24,2024-07-09 05:00:00,2024-07-09 08:06:00,84,186,1,Level 1,8,237.48
WF_2104,HR Onboarding,TASK_2104,Validation,Critical,HR,EMP_45,2024-06-08 12:37:00,2024-06-08 16:13:00,194,216,1,Level 1,6,84.74
WF_2105,Purchase Order,TASK_2105,Review,Medium,Operations,EMP_27,2024-04-14 04:48:00,2024-04-14 06:50:00,35,122,1,Level 2,1,277.5
WF_2106,IT Support Ticket,TASK_2106,Review,High,Operations,EMP_75,2024-01-11 18:50:00,2024-01-11 20:45:00,90,115,1,Level 3,10,268.89
WF_2107,Customer Complaint,TASK_2107,Approval,Low,Customer Service,EMP_78,2024-05-20 17:19:00,2024-05-20 18:20:00,23,61,1,Level 3,9,347.07
WF_2108,Customer Complaint,TASK_2108,Data Entry,High,IT,EMP_45,2024-09-21 04:02:00,2024-09-21 06:57:00,80,175,1,Level 1,8,407.38
WF_2109,Purchase Order,TASK_2109,Review,Critical,Finance,EMP_101,2024-10-03 12:30:00,2024-10-03 17:02:00,227,272,1,Level 2,3,408.6
WF_2110,Customer Complaint,TASK_2110,Data Entry,Critical,IT,EMP_29,2024-01-05 12:11:00,2024-01-05 14:05:00,48,114,1,Level 3,1,496.29
WF_2111,HR Onboarding,TASK_2111,Review,Critical,Finance,EMP_4,2024-08-19 17:09:00,2024-08-19 18:52:00,49,103,1,Level 3,6,124.37
WF_2112,Purchase Order,TASK_2112,Escalation,Medium,IT,EMP_84,2024-10-28 08:53:00,2024-10-28 11:11:00,112,138,1,Level 3,8,453.16
WF_2113,Invoice Approval,TASK_2113,Data Entry,Critical,Operations,EMP_75,2024-02-18 12:57:00,2024-02-18 15:24:00,58,147,1,Level 3,2,482.08
WF_2114,HR Onboarding,TASK_2114,Review,Medium,Finance,EMP_66,2024-09-08 18:04:00,2024-09-08 20:46:00,83,162,1,Level 1,1,92.87
WF_2115,HR Onboarding,TASK_2115,Escalation,High,Finance,EMP_67,2024-04-19 12:40:00,2024-04-19 13:55:00,39,75,1,Level 1,6,253.54
WF_2116,Customer Complaint,TASK_2116,Review,Medium,IT,EMP_143,2024-12-28 14:13:00,2024-12-28 18:48:00,171,275,1,Level 1,3,289.24
WF_2117,HR Onboarding,TASK_2117,Validation,Medium,Finance,EMP_61,2024-07-15 04:32:00,2024-07-15 06:44:00,93,132,1,Level 1,5,145.13
